sentence,label,wc,sscore,nega,prosing,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP
i especially get nauseous when i exercise so i should have known better,Yes,13,-0.568567701,15.38461538,23.07692308,1,1.07,94.81,99,13,23.08,100,61.54,23.08,23.08,23.08,0,0,0,0,0,0,0,15.38,23.08,15.38,0,30.77,7.69,7.69,7.69,0,0,7.69,7.69,0,0,0,0,0,0,0,0,0,23.08,7.69,0,7.69,0,7.69,0,0,0,0,0,15.38,0,15.38,0,0,15.38,0,7.69,0,15.38,0,7.69,15.38,0,7.69,0,0,7.69,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i should have taken a semester off but thought it would be helpful to have something to do,Yes,18,-0.406586399,11.11111111,5.555555556,18.82,28.91,23.51,98.27,18,22.22,100,77.78,16.67,5.56,5.56,0,0,0,0,11.11,5.56,16.67,33.33,0,5.56,0,44.44,5.56,0,0,0,0,5.56,5.56,0,0,0,0,5.56,0,0,0,0,27.78,5.56,0,11.11,5.56,0,5.56,0,0,0,0,0,0,0,0,0,11.11,5.56,0,0,5.56,0,5.56,22.22,0,11.11,0,5.56,5.56,5.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i should have looked for a new job but since i do not have any education or special skills outside my former work it did not feel that simple,Yes,29,-0.296963985,3.448275862,10.34482759,16.68,1,99,85.87,29,10.34,100,62.07,17.24,10.34,10.34,0,0,0,0,6.9,3.45,10.34,17.24,0,6.9,6.9,24.14,13.79,3.45,0,0,3.45,3.45,3.45,0,0,0,0,0,0,0,0,0,27.59,3.45,3.45,3.45,6.9,0,13.79,6.9,3.45,0,3.45,0,0,0,0,0,10.34,0,6.9,3.45,0,0,10.34,17.24,0,13.79,0,3.45,10.34,13.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i know i should not focus on the new case numbers but what numbers should i be focusing on?,Yes,19,-0.321182027,0,15.78947368,22.39,1,99,25.77,19,15.79,73.68,63.16,21.05,15.79,15.79,0,0,0,0,5.26,5.26,10.53,15.79,0,5.26,5.26,21.05,5.26,0,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0,26.32,5.26,0,10.53,0,0,10.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.53,0,15.79,0,10.53,5.26,0,0,0,0,0,0,0,0,0,0,0,0,5.26,0,0,0,0,5.26,0,0,0,0,0,0
i know i should be happy because i was lucky enough to be able to get one but i feel like we should have been more spread out,Yes,28,-0.156382801,7.142857143,14.28571429,14.58,14.19,52.86,99,28,3.57,92.86,64.29,17.86,17.86,14.29,3.57,0,0,0,0,0,14.29,25,0,7.14,0,35.71,10.71,7.14,0,3.57,3.57,7.14,7.14,0,0,0,0,3.57,0,0,0,0,25,7.14,3.57,7.14,3.57,0,3.57,3.57,0,0,3.57,0,0,0,0,0,14.29,3.57,3.57,0,7.14,0,7.14,21.43,0,3.57,0,3.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i tested negative just 2 days ago but my friend never got a test and i am a bit worried what if i get covid from him,Yes,26,-0.647183246,7.692307692,15.38461538,7.88,1.38,79.42,1,27,7.41,92.59,59.26,22.22,18.52,14.81,0,0,3.7,0,3.7,7.41,3.7,3.7,7.41,11.11,7.41,14.81,3.7,0,3.7,3.7,3.7,3.7,0,3.7,3.7,0,0,7.41,0,3.7,0,3.7,11.11,0,0,3.7,3.7,3.7,7.41,0,0,0,0,0,0,0,0,0,11.11,3.7,0,0,7.41,0,11.11,7.41,0,11.11,0,0,11.11,7.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
but then at the same time it is like what if something really bad happens?,Yes,15,-0.348568501,6.666666667,0,18.82,2.31,98.01,1,15,13.33,100,73.33,20,0,0,0,0,0,0,20,6.67,13.33,6.67,6.67,20,0,13.33,6.67,13.33,6.67,0,0,6.67,0,6.67,0,0,0,0,0,0,0,0,26.67,0,0,6.67,13.33,0,20,0,0,0,0,0,0,0,0,0,6.67,0,0,0,0,6.67,0,13.33,6.67,20,0,6.67,13.33,0,0,0,0,0,0,0,0,0,0,0,0,6.67,0,0,0,0,6.67,0,0,0,0,0,0
right now though i still struggle with paranoia regarding what happens if too many people do not get vaccinated or if the childrens vaccine takes till september to be ready,Yes,30,-0.346890953,10,3.333333333,25.89,4.8,93.3,1.03,30,26.67,93.33,56.67,6.67,3.33,3.33,0,0,0,0,3.33,3.33,13.33,6.67,13.33,16.67,3.33,16.67,0,0,3.33,0,3.33,10,3.33,6.67,6.67,0,0,6.67,0,0,0,0,16.67,0,0,6.67,10,0,16.67,0,0,0,0,0,0,0,0,0,13.33,0,0,6.67,6.67,0,0,20,0,16.67,0,3.33,13.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
what if she gets worse?,Yes,5,-0.335410197,20,0,1,50,1,1,5,0,100,60,40,20,0,0,0,20,0,20,0,0,0,0,20,0,20,20,20,20,0,0,20,0,20,0,0,0,20,0,0,20,0,20,0,0,20,20,0,20,0,0,0,0,0,0,0,0,0,40,0,0,0,20,20,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,20,0,0,0,0,0,0
this is supposed to be a time in my life where i am happy and trying to explore life but now my fire has been put out and even if this ever ends what if there is just another pandemic or disaster?,Yes,42,-0.279674822,7.142857143,7.142857143,2.86,4.8,99,25.77,42,11.9,97.62,71.43,16.67,7.14,7.14,0,0,0,0,9.52,2.38,9.52,14.29,14.29,14.29,0,21.43,2.38,0,4.76,0,2.38,4.76,2.38,2.38,0,0,0,0,0,0,0,0,19.05,2.38,0,4.76,11.9,2.38,9.52,2.38,0,0,2.38,4.76,0,4.76,0,0,4.76,0,2.38,0,0,2.38,4.76,14.29,0,21.43,4.76,7.14,9.52,0,0,0,0,0,0,0,0,0,0,0,0,2.38,0,0,0,0,2.38,0,0,0,0,0,0
i am even worried what if i got covid before my vaccine or something,Yes,14,-0.200445931,7.142857143,21.42857143,1,1,99,1,14,21.43,85.71,71.43,35.71,21.43,21.43,0,0,0,0,14.29,0,7.14,7.14,7.14,14.29,0,14.29,14.29,7.14,7.14,0,0,7.14,0,7.14,7.14,0,0,0,0,0,0,0,21.43,0,0,7.14,21.43,0,14.29,0,0,0,0,0,0,0,0,0,7.14,0,0,0,7.14,0,7.14,7.14,0,7.14,0,0,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lately my new fear has been well what if i still will be unhappy or even anxious when things go back to normal?,Yes,23,-0.135534369,13.04347826,8.695652174,1,4.11,99,1,23,8.7,100,73.91,17.39,8.7,8.7,0,0,0,0,8.7,0,4.35,17.39,26.09,13.04,0,21.74,13.04,0,8.7,0,0,17.39,4.35,13.04,8.7,0,4.35,0,0,0,0,0,8.7,0,0,4.35,8.7,0,8.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.35,13.04,4.35,26.09,4.35,4.35,21.74,0,0,0,0,0,0,4.35,0,0,0,4.35,0,4.35,0,0,0,0,4.35,0,0,0,0,0,0
what if my generation is screwed because of this and the effects of it long term?,Yes,16,-0.0875,6.25,6.25,23.1,3.05,95.6,1,16,25,100,68.75,25,6.25,6.25,0,0,0,0,18.75,6.25,12.5,6.25,0,18.75,0,6.25,0,0,6.25,0,0,6.25,0,6.25,0,6.25,0,0,0,0,0,0,18.75,6.25,12.5,6.25,6.25,0,6.25,0,0,0,0,6.25,0,0,6.25,0,0,0,0,0,0,0,0,6.25,0,18.75,0,6.25,12.5,0,0,0,0,0,0,6.25,6.25,0,0,0,0,6.25,0,0,0,0,6.25,0,0,0,0,0,0
a year of the deepest depression and most isolation,Yes,9,-0.6,22.22222222,0,99,50,58.07,1,9,33.33,100,44.44,0,0,0,0,0,0,0,0,22.22,11.11,0,0,11.11,0,0,22.22,22.22,0,0,11.11,22.22,0,22.22,0,0,22.22,0,0,0,0,0,11.11,0,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.22,0,11.11,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i try to be positive but this is fucked,Yes,9,-0.59975,11.11111111,11.11111111,4.69,1,58.07,25.77,9,11.11,100,66.67,22.22,11.11,11.11,0,0,0,0,11.11,0,11.11,22.22,0,11.11,0,44.44,11.11,0,0,0,0,22.22,11.11,11.11,0,11.11,0,0,0,0,0,0,33.33,0,0,0,11.11,11.11,11.11,0,0,0,0,11.11,0,0,11.11,0,22.22,0,11.11,0,11.11,0,11.11,33.33,0,0,0,0,0,0,0,0,0,0,0,11.11,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i just feel so lonely and hopeless i do not feel like i have anything to live for on the other side because my grades are mediocre the job market is gonna be absolute shit i do not even know what i want in life i was suppose to find out that was my plan but now i can not do anything and i am just so fucking lonely,Yes,69,-0.58989068,10.14492754,14.49275362,3.5,1,98.89,1,69,11.59,100,69.57,21.74,14.49,14.49,0,0,0,0,7.25,2.9,10.14,15.94,8.7,8.7,4.35,26.09,1.45,1.45,1.45,0,0,7.25,0,7.25,0,2.9,4.35,0,0,0,0,0,21.74,5.8,1.45,1.45,4.35,1.45,7.25,2.9,0,0,2.9,5.8,1.45,2.9,1.45,0,4.35,0,2.9,1.45,0,0,2.9,24.64,2.9,8.7,1.45,5.8,1.45,4.35,0,0,1.45,0,0,4.35,2.9,1.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
or how pointless some of them are that seem to do nothing besides cause me pain and suffering,Yes,18,-0.589255651,16.66666667,5.555555556,10.01,13.32,4.97,1,18,22.22,100,66.67,16.67,11.11,5.56,0,0,0,5.56,5.56,0,16.67,11.11,5.56,16.67,5.56,22.22,5.56,0,5.56,0,5.56,11.11,0,11.11,0,0,5.56,5.56,0,0,0,0,38.89,5.56,11.11,5.56,16.67,5.56,5.56,5.56,0,0,5.56,5.56,0,5.56,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hello all i am so sick tired of covidcovid ruined 2020 and now 2021 is gonna be bad year too covid ruined night promeasterthe birthday of my nephewthe internship of arts and entertainment and worst at all that covid ruined the chances of going vocational school in tomar and got delayed this year or next yearfesta de abrantes that have we supposed to do d almeidas theater got cancelled and this this year is gonna be the same as well and with stupid and selfish peoples that have no respect the rules of covid everyone died of covid because of all them and even in portugal everything are only crazy and worst i kind feel bad from all the kids and teenagers who have toxic family or abusive family due to covid and someone elses who lost the jobs i want covid to end and i do not know when pandemic will end but i make sure hope we survive this year and make sure everything will be normal in 2022i kind of worried about this year and world now,Yes,178,-0.429856424,11.23595506,3.370786517,36.72,63.12,33.45,1,179,16.76,87.15,49.16,12.85,5.03,3.35,1.12,0,0,0.56,7.82,2.79,10.06,7.82,5.03,11.73,1.12,15.64,6.15,2.23,1.68,1.12,2.23,11.73,3.91,7.82,0.56,1.12,2.23,8.94,1.68,0,0,0.56,12.85,1.12,1.68,1.12,3.35,5.03,2.23,0.56,0,0,0.56,1.68,0,1.68,0,0,8.94,2.79,1.12,1.68,1.12,2.23,2.79,11.17,3.35,12.85,1.68,2.79,8.38,1.68,2.79,1.12,0,0,0.56,1.68,0,1.12,0,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0
i feel like the isolation permanently fucked me up and i literally do not feel like i can recover,Yes,19,-0.585010121,15.78947368,21.05263158,49.71,1,99,1,19,21.05,89.47,63.16,21.05,21.05,21.05,0,0,0,0,0,5.26,15.79,10.53,0,5.26,5.26,21.05,0,10.53,0,0,0,10.53,0,10.53,0,5.26,5.26,0,0,0,0,0,15.79,10.53,0,0,0,0,5.26,10.53,0,0,10.53,5.26,0,0,5.26,0,10.53,0,5.26,5.26,0,0,5.26,21.05,0,5.26,0,5.26,0,0,0,0,0,0,0,5.26,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i can not start my new life and i am stuck with a feeling of listlessness and fuck all to do,Yes,21,-0.567366515,14.28571429,14.28571429,41.91,1,99,1,21,9.52,95.24,61.9,14.29,14.29,14.29,0,0,0,0,0,4.76,14.29,14.29,0,9.52,4.76,28.57,4.76,0,0,0,4.76,4.76,0,4.76,0,4.76,0,0,0,0,0,0,14.29,4.76,0,0,0,4.76,4.76,4.76,0,0,4.76,9.52,0,4.76,4.76,0,0,0,0,0,0,0,4.76,23.81,0,14.29,0,4.76,9.52,0,0,0,0,0,0,4.76,4.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
it is particularly frustrating because nothing has changed for me since last year regarding the pandemic if anything it is gotten worse,Yes,22,-0.564981898,13.63636364,4.545454545,21.87,8.65,61.34,1,22,36.36,95.45,68.18,18.18,4.55,4.55,0,0,0,0,13.64,4.55,13.64,13.64,4.55,9.09,4.55,22.73,4.55,4.55,0,0,0,9.09,0,9.09,0,4.55,0,0,0,0,0,0,31.82,0,13.64,4.55,9.09,9.09,4.55,0,0,0,0,0,0,0,0,0,9.09,0,0,0,4.55,4.55,9.09,18.18,0,18.18,4.55,0,13.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i started therapy due to anxiety and depression before covid happened but it seems so pointless now because even if i wanted to i could not really change much in my life,Yes,32,-0.563475716,9.375,12.5,11.86,1,99,1,32,21.88,96.88,59.38,15.62,12.5,12.5,0,0,0,0,3.12,0,12.5,3.12,12.5,15.62,3.12,15.62,6.25,3.12,0,0,3.12,6.25,0,6.25,3.12,0,3.12,0,0,0,0,0,28.12,3.12,6.25,9.38,6.25,0,12.5,0,0,0,0,6.25,0,6.25,0,0,0,0,0,0,0,0,9.38,6.25,0,18.75,3.12,3.12,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i have a college degree but it is useless,Yes,9,-0.5625,11.11111111,11.11111111,4.69,1.38,58.07,1,9,22.22,88.89,66.67,22.22,11.11,11.11,0,0,0,0,11.11,11.11,0,22.22,0,11.11,0,22.22,0,0,0,0,0,11.11,0,11.11,0,0,11.11,0,0,0,0,0,11.11,0,0,0,0,0,11.11,0,0,0,0,0,0,0,0,0,11.11,0,0,11.11,0,0,0,22.22,0,0,0,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i am sorry for this rant but i never expected to see myself morph into this aggressive hateful spiteful person within a matter of months,Yes,25,-0.5501,20,12,73.88,5.5,87.83,1,25,16,88,56,20,12,12,0,0,0,0,8,4,20,4,4,4,4,8,8,0,0,0,0,16,0,16,0,12,4,4,0,0,0,0,12,0,0,4,0,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,16,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i am sick of being alone,Yes,6,-0.551135192,33.33333333,16.66666667,18.82,4.8,23.51,1,6,0,100,66.67,16.67,16.67,16.67,0,0,0,0,0,0,16.67,33.33,0,0,0,33.33,33.33,0,0,0,0,33.33,0,33.33,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,16.67,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
if it does end it probably will not be until well into my 30s with half my life wasted away and dealing with nothing but crippling and getting old not doing the things i once liked,Yes,36,-0.55,5.555555556,8.333333333,10.01,1,98.01,98.27,36,13.89,88.89,69.44,16.67,8.33,8.33,0,0,0,0,8.33,2.78,13.89,11.11,5.56,13.89,8.33,16.67,0,0,0,5.56,0,5.56,5.56,0,0,0,0,0,0,0,0,0,16.67,0,0,2.78,5.56,2.78,11.11,0,0,0,0,2.78,0,2.78,0,0,2.78,0,0,0,2.78,0,2.78,5.56,2.78,16.67,0,5.56,11.11,0,0,0,0,0,0,2.78,0,0,0,2.78,0,0,0,0,0,0,0,0,0,0,0,0,0
it is extremely overwhelming,Yes,4,-0.54,25,0,1,50,1,1,4,50,100,75,25,0,0,0,0,0,0,25,0,0,25,25,0,0,25,0,0,0,0,0,25,0,25,25,0,25,0,0,0,0,0,25,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i am such a lazy piece of shit,Yes,8,-0.530330086,25,12.5,72.69,1,7.84,1,8,0,100,62.5,12.5,12.5,12.5,0,0,0,0,0,12.5,12.5,12.5,12.5,0,0,12.5,0,0,0,0,12.5,25,0,25,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,12.5,0,0,0,12.5,0,12.5,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,12.5,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i am 24 i should be acting like an adult but i feel so hopeless and controlled by my hypochondria and ocd i want this pandemic to end,Yes,27,-0.529237747,7.407407407,18.51851852,14.58,3.73,52.86,1,28,14.29,85.71,60.71,21.43,17.86,17.86,0,0,0,0,3.57,3.57,10.71,10.71,3.57,14.29,0,17.86,0,3.57,0,3.57,0,3.57,0,3.57,0,0,3.57,3.57,0,0,0,0,17.86,3.57,3.57,7.14,0,0,3.57,3.57,0,0,3.57,3.57,0,3.57,0,0,7.14,0,0,7.14,0,0,0,14.29,0,3.57,0,0,3.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i am extremely worried stressed and just done,Yes,8,-0.477297077,12.5,12.5,1,10.58,7.84,1,8,37.5,100,75,12.5,12.5,12.5,0,0,0,0,0,0,0,25,25,12.5,0,25,12.5,0,0,0,0,25,0,25,25,0,0,0,0,0,0,0,12.5,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i have a ridiculous fear that all the ones i know who got covid will develop some long term condition and that watching them suffer will be far worse than being among them,Yes,33,-0.504825202,12.12121212,6.060606061,32.58,50,70.57,1,33,12.12,90.91,51.52,21.21,12.12,6.06,0,0,0,6.06,9.09,6.06,6.06,15.15,0,3.03,0,27.27,9.09,6.06,3.03,0,6.06,12.12,0,12.12,3.03,3.03,3.03,9.09,0,0,0,0,12.12,3.03,0,0,3.03,3.03,3.03,3.03,3.03,0,0,0,0,0,0,0,6.06,0,0,0,3.03,3.03,3.03,15.15,6.06,12.12,0,9.09,3.03,3.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i imagine i can think about my dad dying getting cancer being paralyzed volcano erupting whatever,Yes,16,-0.5,18.75,18.75,11.86,10.58,95.6,25.77,16,37.5,87.5,43.75,25,18.75,18.75,0,0,0,0,6.25,0,6.25,12.5,6.25,0,0,18.75,0,0,6.25,0,0,0,0,0,0,0,0,6.25,6.25,0,0,6.25,12.5,12.5,0,0,0,0,0,0,0,0,0,12.5,0,12.5,0,0,6.25,0,0,0,6.25,0,0,12.5,0,0,0,0,0,0,0,0,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i already feel dead,Yes,4,-0.5,25,25,1.92,1,99,25.77,4,25,100,50,25,25,25,0,0,0,0,0,0,0,0,25,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,0,0,0,0,0,25,0,0,25,0,0,0,0,0,0,0,0,0,0,0,25,25,0,25,0,0,25,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shaking hanfs is disgusting,Yes,4,-0.5,25,0,38.6,50,1,1,4,50,75,25,0,0,0,0,0,0,0,0,0,0,25,0,0,0,25,0,0,0,0,0,50,0,50,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
and i am terrified,Yes,4,-0.5,25,25,1,1,74.76,1,4,25,100,75,25,25,25,0,0,0,0,0,0,0,25,0,25,0,25,25,0,0,0,0,25,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i am so miserable,Yes,4,-0.5,25,25,1,1,74.76,1,4,25,100,75,25,25,25,0,0,0,0,0,0,0,25,25,25,0,25,0,0,0,0,0,25,0,25,25,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i am freaking out about the possibilities her death she smokes my death i have a bmi of 34,Yes,18,-0.471404521,16.66666667,16.66666667,64.39,14.62,4.05,1,19,10.53,89.47,63.16,26.32,26.32,15.79,0,0,10.53,0,0,10.53,15.79,10.53,5.26,0,0,10.53,0,0,0,5.26,0,5.26,0,5.26,0,0,0,10.53,0,0,10.53,0,5.26,0,0,0,5.26,0,0,0,0,0,0,5.26,0,0,0,5.26,0,0,0,0,0,0,0,10.53,0,5.26,0,5.26,0,0,0,0,0,0,10.53,5.26,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
now i am stranded alone in a foreign country with nobody and nowhere to go,Yes,15,-0.477667946,20,6.666666667,52.71,2.31,99,1,15,26.67,86.67,66.67,13.33,6.67,6.67,0,0,0,0,6.67,6.67,20,6.67,6.67,6.67,13.33,13.33,6.67,0,0,0,0,6.67,0,6.67,0,0,6.67,0,0,0,0,0,6.67,0,0,0,0,6.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,33.33,6.67,20,6.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i feel helpless and i worry about my relatives everyday,Yes,10,-0.474341649,20,30,1.92,2.31,99,1,10,30,100,60,40,30,30,0,0,0,0,10,0,10,0,10,10,0,20,0,0,0,0,0,20,0,20,10,0,10,10,10,0,0,0,20,10,0,0,0,10,0,10,0,0,10,0,0,0,0,0,20,10,0,10,0,0,0,20,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
like i am really frustrated because in my mind he is being incredibly selfish and rude basically putting my whole family at risk when we have taken him in just so he can get his dick wet but at the same time i feel bad because this whole covid situation is so fucked and it is absolutely ridiculous that we have gotten to this point so we all feel bad telling him he can not see this person when ordinarely this should be something positive plus he is like borderline suicidal because of how fucked his life is so this is like that one positive thing in his life right now so like what the hell do we do?,Yes,119,-0.467607903,10.08403361,3.361344538,2.05,74.94,3.47,1,119,15.13,95.8,65.55,23.53,14.29,3.36,3.36,0,7.56,0,9.24,1.68,10.08,13.45,10.92,12.61,0.84,19.33,3.36,4.2,3.36,0.84,2.52,10.08,1.68,8.4,0.84,5.04,0,13.45,0.84,0,0,7.56,13.45,1.68,3.36,0.84,1.68,3.36,2.52,3.36,0.84,0,2.52,4.2,0.84,1.68,2.52,0,11.76,4.2,0,0,5.04,2.52,3.36,15.97,0,10.92,0.84,6.72,3.36,0,0.84,0.84,0,0.84,0.84,4.2,3.36,0,0.84,0,0,0.84,0,0,0,0,0.84,0,0,0,0,0,0
i posted this a little while ago but i am seriously worried that this pandemic is never going to end,Yes,20,-0.46677919,10,10,1.92,2.31,99,1,20,15,95,65,25,10,10,0,0,0,0,15,5,5,10,10,10,5,20,5,0,0,0,0,10,0,10,5,0,0,0,0,0,0,0,10,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,5,30,5,5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
everyday i can not stand waking up and going to online school it make me feel overwhelmed and depressed some nights i go to sleep crying because i have to go to online school tomorrow where i do not understand anything also i am super lonely during quarantine i have literally lost all of my friends i am not kidding i have not called or texted sombody since march of 2020 everytime i text or call my freinds the will not respond or text me back god i hate coronavirus,Yes,89,-0.503498993,6.741573034,15.73033708,18.82,1,99,1,90,17.78,86.67,54.44,18.89,15.56,15.56,0,0,0,0,3.33,1.11,10,8.89,3.33,7.78,5.56,20,1.11,0,1.11,1.11,2.22,8.89,2.22,6.67,1.11,1.11,5.56,6.67,0,1.11,0,0,20,2.22,3.33,0,5.56,3.33,8.89,1.11,0,0,1.11,1.11,1.11,0,0,0,6.67,2.22,2.22,2.22,0,0,3.33,14.44,3.33,14.44,3.33,3.33,7.78,2.22,0,0,0,1.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
and i get angry so angry why am i putting my life on hold just so this idiots can come and continue making this situation worse,Yes,26,-0.460872918,15.38461538,11.53846154,1,6.21,83.83,1,26,11.54,92.31,53.85,19.23,11.54,11.54,0,0,0,0,7.69,0,3.85,7.69,15.38,15.38,0,15.38,11.54,3.85,3.85,0,0,15.38,0,15.38,0,11.54,0,0,0,0,0,0,7.69,0,7.69,0,0,0,0,0,0,0,0,3.85,0,3.85,0,0,7.69,0,0,0,3.85,3.85,0,23.08,0,15.38,7.69,3.85,3.85,0,0,0,0,0,0,3.85,3.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i am sick of my psychotic antivaxxer parents telling me it will maim me and denying covid is dangerous,Yes,19,-0.458831468,15.78947368,21.05263158,6.56,14.62,50.35,1,19,31.58,78.95,52.63,26.32,21.05,21.05,0,0,0,0,5.26,0,5.26,15.79,0,5.26,0,26.32,10.53,0,0,0,0,10.53,0,10.53,0,0,0,10.53,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.26,0,5.26,0,0,15.79,5.26,0,5.26,0,5.26,0,10.53,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
this is my ocd theme feeling trapped and controlled endless rumination and compulsion to relieve this feeling of being trapped more distress repeat,Yes,23,-0.458731711,17.39130435,4.347826087,47.75,33.19,27.39,25.77,23,43.48,78.26,39.13,13.04,4.35,4.35,0,0,0,0,8.7,0,8.7,8.7,0,8.7,0,17.39,8.7,4.35,0,0,4.35,8.7,4.35,4.35,4.35,0,0,0,0,0,0,0,13.04,8.7,4.35,0,0,0,0,8.7,0,0,8.7,4.35,0,4.35,0,0,4.35,0,0,4.35,0,0,0,4.35,0,4.35,0,0,4.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
